,PassengerId,Survived,Pclass,Sex,Age,SibSp,Parch,Ticket,Fare,Embarked,Title,FamilySize
390,874,0,3,male,47.0,0,0,345765,9.0,S,Mrs,0
391,389,0,3,male,28.0,0,0,367655,7.7292,Q,Mrs,0
392,862,0,2,male,21.0,1,0,28134,11.5,S,Mrs,1
393,324,1,2,female,22.0,1,1,248738,29.0,S,Mrs,2
394,498,0,3,male,28.0,0,0,C.A. 6212,15.1,S,Mrs,0
395,108,1,3,male,28.0,0,0,312991,7.775,S,Mrs,0
396,830,1,1,female,62.0,0,0,113572,80.0,S,Mrs,0
397,663,0,1,male,47.0,0,0,5727,25.5875,S,Mrs,0
398,557,1,1,female,48.0,1,0,11755,39.6,C,Royalty,1
399,62,1,1,female,38.0,0,0,113572,80.0,S,Miss,0
400,782,1,1,female,17.0,1,0,17474,57.0,S,Mrs,1
401,5,0,3,male,35.0,0,0,373450,8.05,S,Mrs,0
402,192,0,2,male,19.0,0,0,28424,13.0,S,Mrs,0
403,374,0,1,male,22.0,0,0,PC 17760,135.6333,C,Mrs,0
404,656,0,2,male,24.0,2,0,S.O.C. 14879,73.5,S,Mrs,2
405,411,0,3,male,28.0,0,0,349222,7.8958,S,Mrs,0
406,518,0,3,male,28.0,0,0,371110,24.15,Q,Mrs,0
407,591,0,3,male,35.0,0,0,STON/O 2. 3101273,7.125,S,Mrs,0
408,713,1,1,male,48.0,1,0,19996,52.0,S,Mrs,1
409,853,0,3,female,9.0,1,1,2678,15.2458,C,Miss,2
410,64,0,3,male,4.0,3,2,347088,27.9,S,Master,5
411,260,1,2,female,50.0,0,1,230433,26.0,S,Mrs,1
412,857,1,1,female,45.0,1,1,36928,164.8667,S,Mrs,2
413,550,1,2,male,8.0,1,1,C.A. 33112,36.75,S,Master,2
414,134,1,2,female,29.0,1,0,228414,26.0,S,Mrs,1
415,291,1,1,female,26.0,0,0,19877,78.85,S,Miss,0
416,773,0,2,female,57.0,0,0,S.O./P.P. 3,10.5,S,Mrs,0
417,391,1,1,male,36.0,1,2,113760,120.0,S,Mrs,3
418,637,0,3,male,32.0,0,0,STON/O 2. 3101292,7.925,S,Mrs,0
419,734,0,2,male,23.0,0,0,28425,13.0,S,Mrs,0
420,506,0,1,male,18.0,1,0,PC 17758,108.9,C,Mrs,1
421,866,1,2,female,42.0,0,0,236852,13.0,S,Mrs,0
422,318,0,2,male,54.0,0,0,29011,14.0,S,Officer,0
423,767,0,1,male,28.0,0,0,112379,39.6,C,Officer,0
424,802,1,2,female,31.0,1,1,C.A. 31921,26.25,S,Mrs,2
425,640,0,3,male,28.0,1,0,376564,16.1,S,Mrs,1
426,194,1,2,male,3.0,1,1,230080,26.0,S,Master,2
427,215,0,3,male,28.0,1,0,367229,7.75,Q,Mrs,1
428,323,1,2,female,30.0,0,0,234818,12.35,Q,Miss,0
429,355,0,3,male,28.0,0,0,2647,7.225,C,Mrs,0
430,820,0,3,male,10.0,3,2,347088,27.9,S,Master,5
431,4,1,1,female,35.0,1,0,113803,53.1,S,Mrs,1
432,570,1,3,male,32.0,0,0,350417,7.8542,S,Mrs,0
433,647,0,3,male,19.0,0,0,349231,7.8958,S,Mrs,0
434,440,0,2,male,31.0,0,0,C.A. 18723,10.5,S,Mrs,0
435,838,0,3,male,28.0,0,0,392092,8.05,S,Mrs,0
436,267,0,3,male,16.0,4,1,3101295,39.6875,S,Mrs,5
437,611,0,3,female,39.0,1,5,347082,31.275,S,Mrs,6
438,344,0,2,male,25.0,0,0,244361,13.0,S,Mrs,0
439,33,1,3,female,28.0,0,0,335677,7.75,Q,Miss,0
440,125,0,1,male,54.0,0,1,35281,77.2875,S,Mrs,1
441,582,1,1,female,39.0,1,1,17421,110.8833,C,Mrs,2
442,211,0,3,male,24.0,0,0,SOTON/O.Q. 3101311,7.05,S,Mrs,0
443,674,1,2,male,31.0,0,0,244270,13.0,S,Mrs,0
444,827,0,3,male,28.0,0,0,1601,56.4958,S,Mrs,0
445,642,1,1,female,24.0,0,0,PC 17477,69.3,C,Miss,0
446,731,1,1,female,29.0,0,0,24160,211.3375,S,Miss,0
447,742,0,1,male,36.0,1,0,19877,78.85,S,Mrs,1
448,208,1,3,male,26.0,0,0,2699,18.7875,C,Mrs,0
449,443,0,3,male,25.0,1,0,347076,7.775,S,Mrs,1
450,430,1,3,male,32.0,0,0,SOTON/O.Q. 392078,8.05,S,Mrs,0
451,710,1,3,male,28.0,1,1,2661,15.2458,C,Master,2
452,109,0,3,male,38.0,0,0,349249,7.8958,S,Mrs,0
453,526,0,3,male,40.5,0,0,367232,7.75,Q,Mrs,0
454,23,1,3,female,15.0,0,0,330923,8.0292,Q,Miss,0
455,774,0,3,male,28.0,0,0,2674,7.225,C,Mrs,0
456,534,1,3,female,28.0,0,2,2668,22.3583,C,Mrs,2
457,873,0,1,male,33.0,0,0,695,5.0,S,Mrs,0
458,462,0,3,male,34.0,0,0,364506,8.05,S,Mrs,0
459,269,1,1,female,58.0,0,1,PC 17582,153.4625,S,Mrs,1
460,669,0,3,male,43.0,0,0,A/5 3536,8.05,S,Mrs,0
461,589,0,3,male,22.0,0,0,14973,8.05,S,Mrs,0
462,844,0,3,male,34.5,0,0,2683,6.4375,C,Mrs,0
463,224,0,3,male,28.0,0,0,349234,7.8958,S,Mrs,0
464,63,0,1,male,45.0,1,0,36973,83.475,S,Mrs,1
465,691,1,1,male,31.0,1,0,17474,57.0,S,Mrs,1
466,209,1,3,female,16.0,0,0,367231,7.75,Q,Miss,0
467,289,1,2,male,42.0,0,0,237798,13.0,S,Mrs,0
468,542,0,3,female,9.0,4,2,347082,31.275,S,Miss,6
469,586,1,1,female,18.0,0,2,110413,79.65,S,Miss,2
470,66,1,3,male,28.0,1,1,2661,15.2458,C,Master,2
471,295,0,3,male,24.0,0,0,349233,7.8958,S,Mrs,0
472,292,1,1,female,19.0,1,0,11967,91.0792,C,Mrs,1
473,764,1,1,female,36.0,1,2,113760,120.0,S,Mrs,3
474,55,0,1,male,65.0,0,1,113509,61.9792,C,Mrs,1
475,129,1,3,female,28.0,1,1,2668,22.3583,C,Miss,2
476,353,0,3,male,15.0,1,1,2695,7.2292,C,Mrs,2
477,362,0,2,male,29.0,1,0,SC/PARIS 2167,27.7208,C,Mrs,1
478,678,1,3,female,18.0,0,0,4138,9.8417,S,Miss,0
479,203,0,3,male,34.0,0,0,3101264,6.4958,S,Mrs,0
480,348,1,3,female,28.0,1,0,386525,16.1,S,Mrs,1
481,98,1,1,male,23.0,0,1,PC 17759,63.3583,C,Mrs,1
482,645,1,3,female,0.75,2,1,2666,19.2583,C,Miss,3
483,743,1,1,female,21.0,2,2,PC 17608,262.375,C,Miss,4
484,766,1,1,female,51.0,1,0,13502,77.9583,S,Mrs,1
485,356,0,3,male,28.0,0,0,345783,9.5,S,Mrs,0
486,449,1,3,female,5.0,2,1,2666,19.2583,C,Miss,3
487,546,0,1,male,64.0,0,0,693,26.0,S,Mrs,0
488,162,1,2,female,40.0,0,0,C.A. 33595,15.75,S,Mrs,0
489,216,1,1,female,31.0,1,0,35273,113.275,C,Miss,1
490,562,0,3,male,40.0,0,0,349251,7.8958,S,Mrs,0
491,864,0,3,female,28.0,8,2,CA. 2343,69.55,S,Miss,10
492,270,1,1,female,35.0,0,0,PC 17760,135.6333,S,Miss,0
493,276,1,1,female,63.0,1,0,13502,77.9583,S,Miss,1
494,770,0,3,male,32.0,0,0,8471,8.3625,S,Mrs,0
495,670,1,1,female,28.0,1,0,19996,52.0,S,Mrs,1
496,439,0,1,male,64.0,1,4,19950,263.0,S,Mrs,5
497,574,1,3,female,28.0,0,0,14312,7.75,Q,Miss,0
498,110,1,3,female,28.0,1,0,371110,24.15,Q,Miss,1
499,299,1,1,male,28.0,0,0,19988,30.5,S,Mrs,0
500,709,1,1,female,22.0,0,0,113781,151.55,S,Miss,0
501,54,1,2,female,29.0,1,0,2926,26.0,S,Mrs,1
502,123,0,2,male,32.5,1,0,237736,30.0708,C,Mrs,1
503,404,0,3,male,28.0,1,0,STON/O2. 3101279,15.85,S,Mrs,1
504,94,0,3,male,26.0,1,2,C.A. 2315,20.575,S,Mrs,3
505,147,1,3,male,27.0,0,0,350043,7.7958,S,Mrs,0
506,280,1,3,female,35.0,1,1,C.A. 2673,20.25,S,Mrs,2
507,590,0,3,male,28.0,0,0,A./5. 3235,8.05,S,Mrs,0
508,69,1,3,female,17.0,4,2,3101281,7.925,S,Miss,6
509,522,0,3,male,22.0,0,0,349252,7.8958,S,Mrs,0
510,262,1,3,male,3.0,4,2,347077,31.3875,S,Master,6
511,379,0,3,male,20.0,0,0,2648,4.0125,C,Mrs,0
512,240,0,2,male,33.0,0,0,SCO/W 1585,12.275,S,Mrs,0
513,484,1,3,female,63.0,0,0,4134,9.5875,S,Mrs,0
514,176,0,3,male,18.0,1,1,350404,7.8542,S,Mrs,2
515,383,0,3,male,32.0,0,0,STON/O 2. 3101293,7.925,S,Mrs,0
516,398,0,2,male,46.0,0,0,28403,26.0,S,Mrs,0
517,481,0,3,male,9.0,5,2,CA 2144,46.9,S,Master,7
518,867,1,2,female,27.0,1,0,SC/PARIS 2149,13.8583,C,Miss,1
519,19,0,3,female,31.0,1,0,345763,18.0,S,Mrs,1
520,772,0,3,male,48.0,0,0,350047,7.8542,S,Mrs,0
521,823,0,1,male,38.0,0,0,19972,0.0,S,Royalty,0
522,625,0,3,male,21.0,0,0,54636,16.1,S,Mrs,0
523,171,0,1,male,61.0,0,0,111240,33.5,S,Mrs,0
524,385,0,3,male,28.0,0,0,349227,7.8958,S,Mrs,0
525,480,1,3,female,2.0,0,1,3101298,12.2875,S,Miss,1
526,603,0,1,male,28.0,0,0,113796,42.4,S,Mrs,0
527,58,0,3,male,28.5,0,0,2697,7.2292,C,Mrs,0
528,169,0,1,male,28.0,0,0,PC 17318,25.925,S,Mrs,0
529,254,0,3,male,30.0,1,0,A/5. 3336,16.1,S,Mrs,1
530,712,0,1,male,28.0,0,0,113028,26.55,S,Mrs,0
531,30,0,3,male,28.0,0,0,349216,7.8958,S,Mrs,0
532,500,0,3,male,24.0,0,0,350035,7.7958,S,Mrs,0
533,808,0,3,female,18.0,0,0,347087,7.775,S,Miss,0
534,354,0,3,male,25.0,1,0,349237,17.8,S,Mrs,1
535,810,1,1,female,33.0,1,0,113806,53.1,S,Mrs,1
536,631,1,1,male,80.0,0,0,27042,30.0,S,Mrs,0
537,312,1,1,female,18.0,2,2,PC 17608,262.375,C,Miss,4
538,387,0,3,male,1.0,5,2,CA 2144,46.9,S,Master,7
539,507,1,2,female,33.0,0,2,26360,26.0,S,Mrs,2
540,492,0,3,male,21.0,0,0,SOTON/OQ 3101317,7.25,S,Mrs,0
541,6,0,3,male,28.0,0,0,330877,8.4583,Q,Mrs,0
542,380,0,3,male,19.0,0,0,347069,7.775,S,Mrs,0
543,584,0,1,male,36.0,0,0,13049,40.125,C,Mrs,0
544,272,1,3,male,25.0,0,0,LINE,0.0,S,Mrs,0
545,765,0,3,male,16.0,0,0,347074,7.775,S,Mrs,0
546,658,0,3,female,32.0,1,1,364849,15.5,Q,Mrs,2
547,865,0,2,male,24.0,0,0,233866,13.0,S,Mrs,0
548,739,0,3,male,28.0,0,0,349201,7.8958,S,Mrs,0
549,160,0,3,male,28.0,8,2,CA. 2343,69.55,S,Master,10
550,845,0,3,male,17.0,0,0,315090,8.6625,S,Mrs,0
551,315,0,2,male,43.0,1,1,F.C.C. 13529,26.25,S,Mrs,2
552,659,0,2,male,23.0,0,0,29751,13.0,S,Mrs,0
553,93,0,1,male,46.0,1,0,W.E.P. 5734,61.175,S,Mrs,1
554,491,0,3,male,28.0,1,0,65304,19.9667,S,Mrs,1
555,521,1,1,female,30.0,0,0,12749,93.5,S,Miss,0
556,677,0,3,male,24.5,0,0,342826,8.05,S,Mrs,0
557,259,1,1,female,35.0,0,0,PC 17755,512.3292,C,Miss,0
558,524,1,1,female,44.0,0,1,111361,57.9792,C,Mrs,1
559,720,0,3,male,33.0,0,0,347062,7.775,S,Mrs,0
560,182,0,2,male,28.0,0,0,SC/PARIS 2131,15.05,C,Mrs,0
561,460,0,3,male,28.0,0,0,371060,7.75,Q,Mrs,0
562,308,1,1,female,17.0,1,0,PC 17758,108.9,C,Mrs,1
563,680,1,1,male,36.0,0,1,PC 17755,512.3292,C,Mrs,1
564,165,0,3,male,1.0,4,1,3101295,39.6875,S,Master,5
565,170,0,3,male,28.0,0,0,1601,56.4958,S,Mrs,0
566,28,0,1,male,19.0,3,2,19950,263.0,S,Mrs,5
567,482,0,2,male,28.0,0,0,239854,0.0,S,Mrs,0
568,7,0,1,male,54.0,0,0,17463,51.8625,S,Mrs,0
569,34,0,2,male,66.0,0,0,C.A. 24579,10.5,S,Mrs,0
570,157,1,3,female,16.0,0,0,35851,7.7333,Q,Miss,0
571,221,1,3,male,16.0,0,0,SOTON/OQ 392089,8.05,S,Mrs,0
572,155,0,3,male,28.0,0,0,Fa 265302,7.3125,S,Mrs,0
573,626,0,1,male,61.0,0,0,36963,32.3208,S,Mrs,0
574,777,0,3,male,28.0,0,0,383121,7.75,Q,Mrs,0
575,89,1,1,female,23.0,3,2,19950,263.0,S,Miss,5
576,230,0,3,female,28.0,3,1,4133,25.4667,S,Miss,4
577,238,1,2,female,8.0,0,2,C.A. 31921,26.25,S,Miss,2
578,265,0,3,female,28.0,0,0,382649,7.75,Q,Miss,0
579,49,0,3,male,28.0,2,0,2662,21.6792,C,Mrs,2
580,488,0,1,male,58.0,0,0,11771,29.7,C,Mrs,0
581,175,0,1,male,56.0,0,0,17764,30.6958,C,Mrs,0
582,257,1,1,female,28.0,0,0,PC 17585,79.2,C,Mrs,0
583,832,1,2,male,0.8300000000000001,1,1,29106,18.75,S,Master,2
584,421,0,3,male,28.0,0,0,349254,7.8958,C,Mrs,0
585,79,1,2,male,0.8300000000000001,0,2,248738,29.0,S,Master,2
586,422,0,3,male,21.0,0,0,A/5. 13032,7.7333,Q,Mrs,0
587,158,0,3,male,30.0,0,0,SOTON/OQ 392090,8.05,S,Mrs,0
588,97,0,1,male,71.0,0,0,PC 17754,34.6542,C,Mrs,0
589,283,0,3,male,16.0,0,0,345778,9.5,S,Mrs,0
590,769,0,3,male,28.0,1,0,371110,24.15,Q,Mrs,1
591,784,0,3,male,28.0,1,2,W./C. 6607,23.45,S,Mrs,3
592,144,0,3,male,19.0,0,0,365222,6.75,Q,Mrs,0
593,185,1,3,female,4.0,0,2,315153,22.025,S,Miss,2
594,559,1,1,female,39.0,1,1,110413,79.65,S,Mrs,2
595,37,1,3,male,28.0,0,0,2677,7.2292,C,Mrs,0
596,177,0,3,male,28.0,3,1,4133,25.4667,S,Master,4
597,448,1,1,male,34.0,0,0,113794,26.55,S,Mrs,0
598,138,0,1,male,37.0,1,0,113803,53.1,S,Mrs,1
599,256,1,3,female,29.0,0,2,2650,15.2458,C,Mrs,2
600,489,0,3,male,30.0,0,0,A.5. 18509,8.05,S,Mrs,0
601,646,1,1,male,48.0,1,0,PC 17572,76.7292,C,Mrs,1
602,274,0,1,male,37.0,0,1,PC 17596,29.7,C,Mrs,1
603,370,1,1,female,24.0,0,0,PC 17477,69.3,C,Miss,0
604,319,1,1,female,31.0,0,2,36928,164.8667,S,Miss,2
605,163,0,3,male,26.0,0,0,347068,7.775,S,Mrs,0
606,410,0,3,female,28.0,3,1,4133,25.4667,S,Miss,4
607,831,1,3,female,15.0,1,0,2659,14.4542,C,Mrs,1
608,128,1,3,male,24.0,0,0,C 17369,7.1417,S,Mrs,0
609,512,0,3,male,28.0,0,0,SOTON/OQ 3101316,8.05,S,Mrs,0
610,606,0,3,male,36.0,1,0,349910,15.55,S,Mrs,1
611,885,0,3,male,25.0,0,0,SOTON/OQ 392076,7.05,S,Mrs,0
612,807,0,1,male,39.0,0,0,112050,0.0,S,Mrs,0
613,701,1,1,female,18.0,1,0,PC 17757,227.525,C,Mrs,1
614,652,1,2,female,18.0,0,1,231919,23.0,S,Miss,1
615,657,0,3,male,28.0,0,0,349223,7.8958,S,Mrs,0
616,381,1,1,female,42.0,0,0,PC 17757,227.525,C,Miss,0
617,106,0,3,male,28.0,0,0,349207,7.8958,S,Mrs,0
618,164,0,3,male,17.0,0,0,315093,8.6625,S,Mrs,0
619,172,0,3,male,4.0,4,1,382652,29.125,Q,Master,5
620,320,1,1,female,40.0,1,1,16966,134.5,C,Mrs,2
621,788,0,3,male,8.0,4,1,382652,29.125,Q,Master,5
622,724,0,2,male,50.0,0,0,250643,13.0,S,Mrs,0
623,783,0,1,male,29.0,0,0,113501,30.0,S,Mrs,0
624,24,1,1,male,28.0,0,0,113788,35.5,S,Mrs,0
625,154,0,3,male,40.5,0,2,A/5. 851,14.5,S,Mrs,2
626,204,0,3,male,45.5,0,0,2628,7.225,C,Mrs,0
627,364,0,3,male,35.0,0,0,SOTON/O.Q. 3101310,7.05,S,Mrs,0
628,644,1,3,male,28.0,0,0,1601,56.4958,S,Mrs,0
629,560,1,3,female,36.0,1,0,345572,17.4,S,Mrs,1
630,693,1,3,male,28.0,0,0,1601,56.4958,S,Mrs,0
631,738,1,1,male,35.0,0,0,PC 17755,512.3292,C,Mrs,0
632,13,0,3,male,20.0,0,0,A/5. 2151,8.05,S,Mrs,0
633,35,0,1,male,28.0,1,0,PC 17604,82.1708,C,Mrs,1
634,166,1,3,male,9.0,0,2,363291,20.525,S,Master,2
635,578,1,1,female,39.0,1,0,13507,55.9,S,Mrs,1
636,726,0,3,male,20.0,0,0,315094,8.6625,S,Mrs,0
637,470,1,3,female,0.75,2,1,2666,19.2583,C,Miss,3
638,561,0,3,male,28.0,0,0,372622,7.75,Q,Mrs,0
639,425,0,3,male,18.0,1,1,370129,20.2125,S,Mrs,2
640,577,1,2,female,34.0,0,0,243880,13.0,S,Miss,0
641,655,0,3,female,18.0,0,0,365226,6.75,Q,Miss,0
642,465,0,3,male,28.0,0,0,A/S 2816,8.05,S,Mrs,0
643,284,1,3,male,19.0,0,0,A/5. 10482,8.05,S,Mrs,0
644,722,0,3,male,17.0,1,0,350048,7.0542,S,Mrs,1
645,813,0,2,male,35.0,0,0,28206,10.5,S,Mrs,0
646,754,0,3,male,23.0,0,0,349204,7.8958,S,Mrs,0
647,879,0,3,male,28.0,0,0,349217,7.8958,S,Mrs,0
648,467,0,2,male,28.0,0,0,239853,0.0,S,Mrs,0
649,638,0,2,male,31.0,1,1,C.A. 31921,26.25,S,Mrs,2
650,451,0,2,male,36.0,1,2,C.A. 34651,27.75,S,Mrs,3
651,396,0,3,male,22.0,0,0,350052,7.7958,S,Mrs,0
652,331,1,3,female,28.0,2,0,367226,23.25,Q,Miss,2
653,705,0,3,male,26.0,1,0,350025,7.8542,S,Mrs,1
654,366,0,3,male,30.0,0,0,C 7076,7.25,S,Mrs,0
655,624,0,3,male,21.0,0,0,350029,7.8542,S,Mrs,0
656,394,1,1,female,23.0,1,0,35273,113.275,C,Miss,1
657,551,1,1,male,17.0,0,2,17421,110.8833,C,Mrs,2
658,419,0,2,male,30.0,0,0,28228,13.0,S,Mrs,0
659,600,1,1,male,49.0,1,0,PC 17485,56.9292,C,Royalty,1
660,508,1,1,male,28.0,0,0,111427,26.55,S,Mrs,0
661,725,1,1,male,27.0,1,0,113806,53.1,S,Mrs,1
662,502,0,3,female,21.0,0,0,364846,7.75,Q,Miss,0
663,817,0,3,female,23.0,0,0,STON/O2. 3101290,7.925,S,Miss,0
664,685,0,2,male,60.0,1,1,29750,39.0,S,Mrs,2
665,730,0,3,female,25.0,1,0,STON/O2. 3101271,7.925,S,Miss,1
666,41,0,3,female,40.0,1,0,7546,9.475,S,Mrs,1
667,159,0,3,male,28.0,0,0,315037,8.6625,S,Mrs,0
668,255,0,3,female,41.0,0,2,370129,20.2125,S,Mrs,2
669,107,1,3,female,21.0,0,0,343120,7.65,S,Miss,0
670,372,0,3,male,18.0,1,0,3101267,6.4958,S,Mrs,1
671,229,0,2,male,18.0,0,0,236171,13.0,S,Mrs,0
672,793,0,3,female,28.0,8,2,CA. 2343,69.55,S,Miss,10
673,732,0,3,male,11.0,0,0,2699,18.7875,C,Mrs,0
674,824,1,3,female,27.0,0,1,392096,12.475,S,Mrs,1
675,180,0,3,male,36.0,0,0,LINE,0.0,S,Mrs,0
676,634,0,1,male,28.0,0,0,112052,0.0,S,Mrs,0
677,698,1,3,female,28.0,0,0,35852,7.7333,Q,Miss,0
678,80,1,3,female,30.0,0,0,364516,12.475,S,Miss,0
679,414,0,2,male,28.0,0,0,239853,0.0,S,Mrs,0
680,539,0,3,male,28.0,0,0,364498,14.5,S,Mrs,0
681,593,0,3,male,47.0,0,0,A/5 3902,7.25,S,Mrs,0
682,454,1,1,male,49.0,1,0,17453,89.1042,C,Mrs,1
683,587,0,2,male,47.0,0,0,237565,15.0,S,Mrs,0
684,523,0,3,male,28.0,0,0,2624,7.225,C,Mrs,0
685,715,0,2,male,52.0,0,0,250647,13.0,S,Mrs,0
686,74,0,3,male,26.0,1,0,2680,14.4542,C,Mrs,1
687,504,0,3,female,37.0,0,0,4135,9.5875,S,Miss,0
688,222,0,2,male,27.0,0,0,220367,13.0,S,Mrs,0
689,746,0,1,male,70.0,1,1,WE/P 5735,71.0,S,Officer,2
690,417,1,2,female,34.0,1,1,28220,32.5,S,Mrs,2
691,837,0,3,male,21.0,0,0,315097,8.6625,S,Mrs,0
692,191,1,2,female,32.0,0,0,234604,13.0,S,Mrs,0
693,328,1,2,female,36.0,0,0,28551,13.0,S,Mrs,0
694,392,1,3,male,21.0,0,0,350034,7.7958,S,Mrs,0
695,752,1,3,male,6.0,0,1,392096,12.475,S,Master,1
696,253,0,1,male,62.0,0,0,113514,26.55,S,Mrs,0
697,880,1,1,female,56.0,0,1,11767,83.1583,C,Mrs,1
698,167,1,1,female,28.0,0,1,113505,55.0,S,Mrs,1
699,195,1,1,female,44.0,0,0,PC 17610,27.7208,C,Mrs,0
700,450,1,1,male,52.0,0,0,113786,30.5,S,Officer,0
701,567,0,3,male,19.0,0,0,349205,7.8958,S,Mrs,0
702,828,1,2,male,1.0,0,2,S.C./PARIS 2079,37.0042,C,Master,2
703,890,1,1,male,26.0,0,0,111369,30.0,C,Mrs,0
704,494,0,1,male,71.0,0,0,PC 17609,49.5042,C,Mrs,0
705,84,0,1,male,28.0,0,0,113059,47.1,S,Mrs,0
706,503,0,3,female,28.0,0,0,330909,7.6292,Q,Miss,0
707,104,0,3,male,33.0,0,0,7540,8.6542,S,Mrs,0
708,116,0,3,male,21.0,0,0,STON/O 2. 3101294,7.925,S,Mrs,0
709,151,0,2,male,51.0,0,0,S.O.P. 1166,12.525,S,Officer,0
710,214,0,2,male,30.0,0,0,250646,13.0,S,Mrs,0
711,476,0,1,male,28.0,0,0,110465,52.0,S,Mrs,0
712,599,0,3,male,28.0,0,0,2664,7.225,C,Mrs,0
713,306,1,1,male,0.92,1,2,113781,151.55,S,Master,3
714,548,1,2,male,28.0,0,0,SC/PARIS 2146,13.8625,C,Mrs,0
715,250,0,2,male,54.0,1,0,244252,26.0,S,Officer,1
716,418,1,2,female,18.0,0,2,250652,13.0,S,Miss,2
717,478,0,3,male,29.0,1,0,3460,7.0458,S,Mrs,1
718,509,0,3,male,28.0,0,0,C 4001,22.525,S,Mrs,0
719,187,1,3,female,28.0,1,0,370365,15.5,Q,Mrs,1
720,779,0,3,male,28.0,0,0,36865,7.7375,Q,Mrs,0
721,435,0,1,male,50.0,1,0,13507,55.9,S,Mrs,1
722,342,1,1,female,24.0,3,2,19950,263.0,S,Miss,5
723,633,1,1,male,32.0,0,0,13214,30.5,C,Officer,0
724,111,0,1,male,47.0,0,0,110465,52.0,S,Mrs,0
725,798,1,3,female,31.0,0,0,349244,8.6833,S,Mrs,0
726,233,0,2,male,59.0,0,0,237442,13.5,S,Mrs,0
727,53,1,1,female,49.0,1,0,PC 17572,76.7292,C,Mrs,1
728,189,0,3,male,40.0,1,1,364849,15.5,Q,Mrs,2
729,358,0,2,female,38.0,0,0,237671,13.0,S,Miss,0
730,516,0,1,male,47.0,0,0,36967,34.0208,S,Mrs,0
731,872,1,1,female,47.0,1,1,11751,52.5542,S,Mrs,2
732,592,1,1,female,52.0,1,0,36947,78.2667,C,Mrs,1
733,665,1,3,male,20.0,1,0,STON/O 2. 3101285,7.925,S,Mrs,1
734,799,0,3,male,30.0,0,0,2685,7.2292,C,Mrs,0
735,205,1,3,male,18.0,0,0,A/5 3540,8.05,S,Mrs,0
736,201,0,3,male,28.0,0,0,345770,9.5,S,Mrs,0
737,384,1,1,female,35.0,1,0,113789,52.0,S,Mrs,1
738,300,1,1,female,50.0,0,1,PC 17558,247.5208,C,Mrs,1
739,9,1,3,female,27.0,0,2,347742,11.1333,S,Mrs,2
740,695,0,1,male,60.0,0,0,113800,26.55,S,Officer,0
741,244,0,3,male,22.0,0,0,STON/O 2. 3101275,7.125,S,Mrs,0
742,36,0,1,male,42.0,1,0,113789,52.0,S,Mrs,1
743,723,0,2,male,34.0,0,0,12233,13.0,S,Mrs,0
744,821,1,1,female,52.0,1,1,12749,93.5,S,Mrs,2
745,139,0,3,male,16.0,0,0,7534,9.2167,S,Mrs,0
746,485,1,1,male,25.0,1,0,11967,91.0792,C,Mrs,1
747,627,0,2,male,57.0,0,0,219533,12.35,Q,Officer,0
748,682,1,1,male,27.0,0,0,PC 17572,76.7292,C,Mrs,0
749,190,0,3,male,36.0,0,0,349247,7.8958,S,Mrs,0
750,363,0,3,female,45.0,0,1,2691,14.4542,C,Mrs,1
751,849,0,2,male,28.0,0,1,248727,33.0,S,Officer,1
752,459,1,2,female,50.0,0,0,F.C.C. 13531,10.5,S,Miss,0
753,346,1,2,female,24.0,0,0,248733,13.0,S,Miss,0
754,694,0,3,male,25.0,0,0,2672,7.225,C,Mrs,0
755,760,1,1,female,33.0,0,0,110152,86.5,S,Royalty,0
756,18,1,2,male,28.0,0,0,244373,13.0,S,Mrs,0
757,338,1,1,female,41.0,0,0,16966,134.5,C,Miss,0
758,615,0,3,male,35.0,0,0,364512,8.05,S,Mrs,0
759,81,0,3,male,22.0,0,0,345767,9.0,S,Mrs,0
760,532,0,3,male,28.0,0,0,2641,7.2292,C,Mrs,0
761,121,0,2,male,21.0,2,0,S.O.C. 14879,73.5,S,Mrs,2
762,572,1,1,female,53.0,2,0,11769,51.4792,S,Mrs,2
763,690,1,1,female,15.0,0,1,24160,211.3375,S,Miss,1
764,804,1,3,male,0.42,0,1,2625,8.5167,C,Master,1
765,249,1,1,male,37.0,1,1,11751,52.5542,S,Mrs,2
766,668,0,3,male,28.0,0,0,312993,7.775,S,Mrs,0
767,496,0,3,male,28.0,0,0,2627,14.4583,C,Mrs,0
768,771,0,3,male,24.0,0,0,345781,9.5,S,Mrs,0
769,814,0,3,female,6.0,4,2,347082,31.275,S,Miss,6
770,330,1,1,female,16.0,0,1,111361,57.9792,C,Miss,1
771,759,0,3,male,34.0,0,0,363294,8.05,S,Mrs,0
772,78,0,3,male,28.0,0,0,374746,8.05,S,Mrs,0
773,101,0,3,female,28.0,0,0,349245,7.8958,S,Miss,0
774,336,0,3,male,28.0,0,0,349225,7.8958,S,Mrs,0
775,367,1,1,female,60.0,1,0,110813,75.25,C,Mrs,1
776,429,0,3,male,28.0,0,0,364851,7.75,Q,Mrs,0
777,148,0,3,female,9.0,2,2,W./C. 6608,34.375,S,Miss,4
778,856,1,3,female,18.0,0,1,392091,9.35,S,Mrs,1
779,420,0,3,female,10.0,0,2,345773,24.15,S,Miss,2
780,469,0,3,male,28.0,0,0,36209,7.725,Q,Mrs,0
781,778,1,3,female,5.0,0,0,364516,12.475,S,Miss,0
782,406,0,2,male,34.0,1,0,28664,21.0,S,Mrs,1
