,Unnamed: 0,PassengerId,Survived,Pclass,Sex,Age,SibSp,Parch,Ticket,Fare,Embarked,Title,FamilySize
397,397,663,0,1,1,47.0,0,0,5727,25.5875,S,1,0
398,398,557,1,1,0,48.0,1,0,11755,39.6,C,3,1
399,399,62,1,1,0,38.0,0,0,113572,80.0,S,0,0
400,400,782,1,1,0,17.0,1,0,17474,57.0,S,1,1
401,401,5,0,3,1,35.0,0,0,373450,8.05,S,1,0
402,402,192,0,2,1,19.0,0,0,28424,13.0,S,1,0
403,403,374,0,1,1,22.0,0,0,PC 17760,135.6333,C,1,0
404,404,656,0,2,1,24.0,2,0,S.O.C. 14879,73.5,S,1,2
405,405,411,0,3,1,28.0,0,0,349222,7.8958,S,1,0
406,406,518,0,3,1,28.0,0,0,371110,24.15,Q,1,0
407,407,591,0,3,1,35.0,0,0,STON/O 2. 3101273,7.125,S,1,0
408,408,713,1,1,1,48.0,1,0,19996,52.0,S,1,1
409,409,853,0,3,0,9.0,1,1,2678,15.2458,C,0,2
410,410,64,0,3,1,4.0,3,2,347088,27.9,S,4,5
411,411,260,1,2,0,50.0,0,1,230433,26.0,S,1,1
412,412,857,1,1,0,45.0,1,1,36928,164.8667,S,1,2
413,413,550,1,2,1,8.0,1,1,C.A. 33112,36.75,S,4,2
414,414,134,1,2,0,29.0,1,0,228414,26.0,S,1,1
415,415,291,1,1,0,26.0,0,0,19877,78.85,S,0,0
416,416,773,0,2,0,57.0,0,0,S.O./P.P. 3,10.5,S,1,0
417,417,391,1,1,1,36.0,1,2,113760,120.0,S,1,3
418,418,637,0,3,1,32.0,0,0,STON/O 2. 3101292,7.925,S,1,0
419,419,734,0,2,1,23.0,0,0,28425,13.0,S,1,0
420,420,506,0,1,1,18.0,1,0,PC 17758,108.9,C,1,1
421,421,866,1,2,0,42.0,0,0,236852,13.0,S,1,0
422,422,318,0,2,1,54.0,0,0,29011,14.0,S,2,0
423,423,767,0,1,1,28.0,0,0,112379,39.6,C,2,0
424,424,802,1,2,0,31.0,1,1,C.A. 31921,26.25,S,1,2
425,425,640,0,3,1,28.0,1,0,376564,16.1,S,1,1
426,426,194,1,2,1,3.0,1,1,230080,26.0,S,4,2
427,427,215,0,3,1,28.0,1,0,367229,7.75,Q,1,1
428,428,323,1,2,0,30.0,0,0,234818,12.35,Q,0,0
429,429,355,0,3,1,28.0,0,0,2647,7.225,C,1,0
430,430,820,0,3,1,10.0,3,2,347088,27.9,S,4,5
431,431,4,1,1,0,35.0,1,0,113803,53.1,S,1,1
432,432,570,1,3,1,32.0,0,0,350417,7.8542,S,1,0
433,433,647,0,3,1,19.0,0,0,349231,7.8958,S,1,0
434,434,440,0,2,1,31.0,0,0,C.A. 18723,10.5,S,1,0
435,435,838,0,3,1,28.0,0,0,392092,8.05,S,1,0
436,436,267,0,3,1,16.0,4,1,3101295,39.6875,S,1,5
437,437,611,0,3,0,39.0,1,5,347082,31.275,S,1,6
438,438,344,0,2,1,25.0,0,0,244361,13.0,S,1,0
439,439,33,1,3,0,28.0,0,0,335677,7.75,Q,0,0
440,440,125,0,1,1,54.0,0,1,35281,77.2875,S,1,1
441,441,582,1,1,0,39.0,1,1,17421,110.8833,C,1,2
442,442,211,0,3,1,24.0,0,0,SOTON/O.Q. 3101311,7.05,S,1,0
443,443,674,1,2,1,31.0,0,0,244270,13.0,S,1,0
444,444,827,0,3,1,28.0,0,0,1601,56.4958,S,1,0
445,445,642,1,1,0,24.0,0,0,PC 17477,69.3,C,0,0
446,446,731,1,1,0,29.0,0,0,24160,211.3375,S,0,0
447,447,742,0,1,1,36.0,1,0,19877,78.85,S,1,1
448,448,208,1,3,1,26.0,0,0,2699,18.7875,C,1,0
449,449,443,0,3,1,25.0,1,0,347076,7.775,S,1,1
450,450,430,1,3,1,32.0,0,0,SOTON/O.Q. 392078,8.05,S,1,0
451,451,710,1,3,1,28.0,1,1,2661,15.2458,C,4,2
452,452,109,0,3,1,38.0,0,0,349249,7.8958,S,1,0
453,453,526,0,3,1,40.5,0,0,367232,7.75,Q,1,0
454,454,23,1,3,0,15.0,0,0,330923,8.0292,Q,0,0
455,455,774,0,3,1,28.0,0,0,2674,7.225,C,1,0
456,456,534,1,3,0,28.0,0,2,2668,22.3583,C,1,2
457,457,873,0,1,1,33.0,0,0,695,5.0,S,1,0
458,458,462,0,3,1,34.0,0,0,364506,8.05,S,1,0
459,459,269,1,1,0,58.0,0,1,PC 17582,153.4625,S,1,1
460,460,669,0,3,1,43.0,0,0,A/5 3536,8.05,S,1,0
461,461,589,0,3,1,22.0,0,0,14973,8.05,S,1,0
462,462,844,0,3,1,34.5,0,0,2683,6.4375,C,1,0
463,463,224,0,3,1,28.0,0,0,349234,7.8958,S,1,0
464,464,63,0,1,1,45.0,1,0,36973,83.475,S,1,1
465,465,691,1,1,1,31.0,1,0,17474,57.0,S,1,1
466,466,209,1,3,0,16.0,0,0,367231,7.75,Q,0,0
467,467,289,1,2,1,42.0,0,0,237798,13.0,S,1,0
468,468,542,0,3,0,9.0,4,2,347082,31.275,S,0,6
469,469,586,1,1,0,18.0,0,2,110413,79.65,S,0,2
470,470,66,1,3,1,28.0,1,1,2661,15.2458,C,4,2
471,471,295,0,3,1,24.0,0,0,349233,7.8958,S,1,0
472,472,292,1,1,0,19.0,1,0,11967,91.0792,C,1,1
473,473,764,1,1,0,36.0,1,2,113760,120.0,S,1,3
474,474,55,0,1,1,65.0,0,1,113509,61.9792,C,1,1
475,475,129,1,3,0,28.0,1,1,2668,22.3583,C,0,2
476,476,353,0,3,1,15.0,1,1,2695,7.2292,C,1,2
477,477,362,0,2,1,29.0,1,0,SC/PARIS 2167,27.7208,C,1,1
478,478,678,1,3,0,18.0,0,0,4138,9.8417,S,0,0
479,479,203,0,3,1,34.0,0,0,3101264,6.4958,S,1,0
480,480,348,1,3,0,28.0,1,0,386525,16.1,S,1,1
481,481,98,1,1,1,23.0,0,1,PC 17759,63.3583,C,1,1
482,482,645,1,3,0,0.75,2,1,2666,19.2583,C,0,3
483,483,743,1,1,0,21.0,2,2,PC 17608,262.375,C,0,4
484,484,766,1,1,0,51.0,1,0,13502,77.9583,S,1,1
485,485,356,0,3,1,28.0,0,0,345783,9.5,S,1,0
486,486,449,1,3,0,5.0,2,1,2666,19.2583,C,0,3
487,487,546,0,1,1,64.0,0,0,693,26.0,S,1,0
488,488,162,1,2,0,40.0,0,0,C.A. 33595,15.75,S,1,0
489,489,216,1,1,0,31.0,1,0,35273,113.275,C,0,1
490,490,562,0,3,1,40.0,0,0,349251,7.8958,S,1,0
491,491,864,0,3,0,28.0,8,2,CA. 2343,69.55,S,0,10
492,492,270,1,1,0,35.0,0,0,PC 17760,135.6333,S,0,0
493,493,276,1,1,0,63.0,1,0,13502,77.9583,S,0,1
494,494,770,0,3,1,32.0,0,0,8471,8.3625,S,1,0
495,495,670,1,1,0,28.0,1,0,19996,52.0,S,1,1
496,496,439,0,1,1,64.0,1,4,19950,263.0,S,1,5
497,497,574,1,3,0,28.0,0,0,14312,7.75,Q,0,0
498,498,110,1,3,0,28.0,1,0,371110,24.15,Q,0,1
499,499,299,1,1,1,28.0,0,0,19988,30.5,S,1,0
500,500,709,1,1,0,22.0,0,0,113781,151.55,S,0,0
501,501,54,1,2,0,29.0,1,0,2926,26.0,S,1,1
502,502,123,0,2,1,32.5,1,0,237736,30.0708,C,1,1
503,503,404,0,3,1,28.0,1,0,STON/O2. 3101279,15.85,S,1,1
504,504,94,0,3,1,26.0,1,2,C.A. 2315,20.575,S,1,3
505,505,147,1,3,1,27.0,0,0,350043,7.7958,S,1,0
506,506,280,1,3,0,35.0,1,1,C.A. 2673,20.25,S,1,2
507,507,590,0,3,1,28.0,0,0,A./5. 3235,8.05,S,1,0
508,508,69,1,3,0,17.0,4,2,3101281,7.925,S,0,6
509,509,522,0,3,1,22.0,0,0,349252,7.8958,S,1,0
510,510,262,1,3,1,3.0,4,2,347077,31.3875,S,4,6
511,511,379,0,3,1,20.0,0,0,2648,4.0125,C,1,0
512,512,240,0,2,1,33.0,0,0,SCO/W 1585,12.275,S,1,0
513,513,484,1,3,0,63.0,0,0,4134,9.5875,S,1,0
514,514,176,0,3,1,18.0,1,1,350404,7.8542,S,1,2
515,515,383,0,3,1,32.0,0,0,STON/O 2. 3101293,7.925,S,1,0
516,516,398,0,2,1,46.0,0,0,28403,26.0,S,1,0
517,517,481,0,3,1,9.0,5,2,CA 2144,46.9,S,4,7
518,518,867,1,2,0,27.0,1,0,SC/PARIS 2149,13.8583,C,0,1
519,519,19,0,3,0,31.0,1,0,345763,18.0,S,1,1
520,520,772,0,3,1,48.0,0,0,350047,7.8542,S,1,0
521,521,823,0,1,1,38.0,0,0,19972,0.0,S,3,0
522,522,625,0,3,1,21.0,0,0,54636,16.1,S,1,0
523,523,171,0,1,1,61.0,0,0,111240,33.5,S,1,0
524,524,385,0,3,1,28.0,0,0,349227,7.8958,S,1,0
525,525,480,1,3,0,2.0,0,1,3101298,12.2875,S,0,1
526,526,603,0,1,1,28.0,0,0,113796,42.4,S,1,0
527,527,58,0,3,1,28.5,0,0,2697,7.2292,C,1,0
528,528,169,0,1,1,28.0,0,0,PC 17318,25.925,S,1,0
529,529,254,0,3,1,30.0,1,0,A/5. 3336,16.1,S,1,1
530,530,712,0,1,1,28.0,0,0,113028,26.55,S,1,0
531,531,30,0,3,1,28.0,0,0,349216,7.8958,S,1,0
532,532,500,0,3,1,24.0,0,0,350035,7.7958,S,1,0
533,533,808,0,3,0,18.0,0,0,347087,7.775,S,0,0
534,534,354,0,3,1,25.0,1,0,349237,17.8,S,1,1
535,535,810,1,1,0,33.0,1,0,113806,53.1,S,1,1
536,536,631,1,1,1,80.0,0,0,27042,30.0,S,1,0
537,537,312,1,1,0,18.0,2,2,PC 17608,262.375,C,0,4
538,538,387,0,3,1,1.0,5,2,CA 2144,46.9,S,4,7
539,539,507,1,2,0,33.0,0,2,26360,26.0,S,1,2
540,540,492,0,3,1,21.0,0,0,SOTON/OQ 3101317,7.25,S,1,0
541,541,6,0,3,1,28.0,0,0,330877,8.4583,Q,1,0
542,542,380,0,3,1,19.0,0,0,347069,7.775,S,1,0
543,543,584,0,1,1,36.0,0,0,13049,40.125,C,1,0
544,544,272,1,3,1,25.0,0,0,LINE,0.0,S,1,0
545,545,765,0,3,1,16.0,0,0,347074,7.775,S,1,0
546,546,658,0,3,0,32.0,1,1,364849,15.5,Q,1,2
547,547,865,0,2,1,24.0,0,0,233866,13.0,S,1,0
548,548,739,0,3,1,28.0,0,0,349201,7.8958,S,1,0
549,549,160,0,3,1,28.0,8,2,CA. 2343,69.55,S,4,10
550,550,845,0,3,1,17.0,0,0,315090,8.6625,S,1,0
551,551,315,0,2,1,43.0,1,1,F.C.C. 13529,26.25,S,1,2
552,552,659,0,2,1,23.0,0,0,29751,13.0,S,1,0
553,553,93,0,1,1,46.0,1,0,W.E.P. 5734,61.175,S,1,1
554,554,491,0,3,1,28.0,1,0,65304,19.9667,S,1,1
555,555,521,1,1,0,30.0,0,0,12749,93.5,S,0,0
556,556,677,0,3,1,24.5,0,0,342826,8.05,S,1,0
557,557,259,1,1,0,35.0,0,0,PC 17755,512.3292,C,0,0
558,558,524,1,1,0,44.0,0,1,111361,57.9792,C,1,1
559,559,720,0,3,1,33.0,0,0,347062,7.775,S,1,0
560,560,182,0,2,1,28.0,0,0,SC/PARIS 2131,15.05,C,1,0
561,561,460,0,3,1,28.0,0,0,371060,7.75,Q,1,0
562,562,308,1,1,0,17.0,1,0,PC 17758,108.9,C,1,1
563,563,680,1,1,1,36.0,0,1,PC 17755,512.3292,C,1,1
564,564,165,0,3,1,1.0,4,1,3101295,39.6875,S,4,5
565,565,170,0,3,1,28.0,0,0,1601,56.4958,S,1,0
566,566,28,0,1,1,19.0,3,2,19950,263.0,S,1,5
567,567,482,0,2,1,28.0,0,0,239854,0.0,S,1,0
568,568,7,0,1,1,54.0,0,0,17463,51.8625,S,1,0
569,569,34,0,2,1,66.0,0,0,C.A. 24579,10.5,S,1,0
570,570,157,1,3,0,16.0,0,0,35851,7.7333,Q,0,0
571,571,221,1,3,1,16.0,0,0,SOTON/OQ 392089,8.05,S,1,0
572,572,155,0,3,1,28.0,0,0,Fa 265302,7.3125,S,1,0
573,573,626,0,1,1,61.0,0,0,36963,32.3208,S,1,0
574,574,777,0,3,1,28.0,0,0,383121,7.75,Q,1,0
575,575,89,1,1,0,23.0,3,2,19950,263.0,S,0,5
576,576,230,0,3,0,28.0,3,1,4133,25.4667,S,0,4
577,577,238,1,2,0,8.0,0,2,C.A. 31921,26.25,S,0,2
578,578,265,0,3,0,28.0,0,0,382649,7.75,Q,0,0
579,579,49,0,3,1,28.0,2,0,2662,21.6792,C,1,2
580,580,488,0,1,1,58.0,0,0,11771,29.7,C,1,0
581,581,175,0,1,1,56.0,0,0,17764,30.6958,C,1,0
582,582,257,1,1,0,28.0,0,0,PC 17585,79.2,C,1,0
583,583,832,1,2,1,0.8300000000000001,1,1,29106,18.75,S,4,2
584,584,421,0,3,1,28.0,0,0,349254,7.8958,C,1,0
585,585,79,1,2,1,0.8300000000000001,0,2,248738,29.0,S,4,2
586,586,422,0,3,1,21.0,0,0,A/5. 13032,7.7333,Q,1,0
587,587,158,0,3,1,30.0,0,0,SOTON/OQ 392090,8.05,S,1,0
588,588,97,0,1,1,71.0,0,0,PC 17754,34.6542,C,1,0
589,589,283,0,3,1,16.0,0,0,345778,9.5,S,1,0
590,590,769,0,3,1,28.0,1,0,371110,24.15,Q,1,1
591,591,784,0,3,1,28.0,1,2,W./C. 6607,23.45,S,1,3
592,592,144,0,3,1,19.0,0,0,365222,6.75,Q,1,0
593,593,185,1,3,0,4.0,0,2,315153,22.025,S,0,2
594,594,559,1,1,0,39.0,1,1,110413,79.65,S,1,2
595,595,37,1,3,1,28.0,0,0,2677,7.2292,C,1,0
596,596,177,0,3,1,28.0,3,1,4133,25.4667,S,4,4
597,597,448,1,1,1,34.0,0,0,113794,26.55,S,1,0
598,598,138,0,1,1,37.0,1,0,113803,53.1,S,1,1
599,599,256,1,3,0,29.0,0,2,2650,15.2458,C,1,2
600,600,489,0,3,1,30.0,0,0,A.5. 18509,8.05,S,1,0
601,601,646,1,1,1,48.0,1,0,PC 17572,76.7292,C,1,1
602,602,274,0,1,1,37.0,0,1,PC 17596,29.7,C,1,1
603,603,370,1,1,0,24.0,0,0,PC 17477,69.3,C,0,0
604,604,319,1,1,0,31.0,0,2,36928,164.8667,S,0,2
605,605,163,0,3,1,26.0,0,0,347068,7.775,S,1,0
606,606,410,0,3,0,28.0,3,1,4133,25.4667,S,0,4
607,607,831,1,3,0,15.0,1,0,2659,14.4542,C,1,1
608,608,128,1,3,1,24.0,0,0,C 17369,7.1417,S,1,0
609,609,512,0,3,1,28.0,0,0,SOTON/OQ 3101316,8.05,S,1,0
610,610,606,0,3,1,36.0,1,0,349910,15.55,S,1,1
611,611,885,0,3,1,25.0,0,0,SOTON/OQ 392076,7.05,S,1,0
612,612,807,0,1,1,39.0,0,0,112050,0.0,S,1,0
613,613,701,1,1,0,18.0,1,0,PC 17757,227.525,C,1,1
614,614,652,1,2,0,18.0,0,1,231919,23.0,S,0,1
615,615,657,0,3,1,28.0,0,0,349223,7.8958,S,1,0
616,616,381,1,1,0,42.0,0,0,PC 17757,227.525,C,0,0
617,617,106,0,3,1,28.0,0,0,349207,7.8958,S,1,0
618,618,164,0,3,1,17.0,0,0,315093,8.6625,S,1,0
619,619,172,0,3,1,4.0,4,1,382652,29.125,Q,4,5
620,620,320,1,1,0,40.0,1,1,16966,134.5,C,1,2
621,621,788,0,3,1,8.0,4,1,382652,29.125,Q,4,5
622,622,724,0,2,1,50.0,0,0,250643,13.0,S,1,0
623,623,783,0,1,1,29.0,0,0,113501,30.0,S,1,0
624,624,24,1,1,1,28.0,0,0,113788,35.5,S,1,0
625,625,154,0,3,1,40.5,0,2,A/5. 851,14.5,S,1,2
626,626,204,0,3,1,45.5,0,0,2628,7.225,C,1,0
627,627,364,0,3,1,35.0,0,0,SOTON/O.Q. 3101310,7.05,S,1,0
628,628,644,1,3,1,28.0,0,0,1601,56.4958,S,1,0
629,629,560,1,3,0,36.0,1,0,345572,17.4,S,1,1
630,630,693,1,3,1,28.0,0,0,1601,56.4958,S,1,0
631,631,738,1,1,1,35.0,0,0,PC 17755,512.3292,C,1,0
632,632,13,0,3,1,20.0,0,0,A/5. 2151,8.05,S,1,0
633,633,35,0,1,1,28.0,1,0,PC 17604,82.1708,C,1,1
634,634,166,1,3,1,9.0,0,2,363291,20.525,S,4,2
635,635,578,1,1,0,39.0,1,0,13507,55.9,S,1,1
636,636,726,0,3,1,20.0,0,0,315094,8.6625,S,1,0
637,637,470,1,3,0,0.75,2,1,2666,19.2583,C,0,3
638,638,561,0,3,1,28.0,0,0,372622,7.75,Q,1,0
639,639,425,0,3,1,18.0,1,1,370129,20.2125,S,1,2
640,640,577,1,2,0,34.0,0,0,243880,13.0,S,0,0
641,641,655,0,3,0,18.0,0,0,365226,6.75,Q,0,0
642,642,465,0,3,1,28.0,0,0,A/S 2816,8.05,S,1,0
643,643,284,1,3,1,19.0,0,0,A/5. 10482,8.05,S,1,0
644,644,722,0,3,1,17.0,1,0,350048,7.0542,S,1,1
645,645,813,0,2,1,35.0,0,0,28206,10.5,S,1,0
646,646,754,0,3,1,23.0,0,0,349204,7.8958,S,1,0
647,647,879,0,3,1,28.0,0,0,349217,7.8958,S,1,0
648,648,467,0,2,1,28.0,0,0,239853,0.0,S,1,0
649,649,638,0,2,1,31.0,1,1,C.A. 31921,26.25,S,1,2
650,650,451,0,2,1,36.0,1,2,C.A. 34651,27.75,S,1,3
651,651,396,0,3,1,22.0,0,0,350052,7.7958,S,1,0
652,652,331,1,3,0,28.0,2,0,367226,23.25,Q,0,2
653,653,705,0,3,1,26.0,1,0,350025,7.8542,S,1,1
654,654,366,0,3,1,30.0,0,0,C 7076,7.25,S,1,0
655,655,624,0,3,1,21.0,0,0,350029,7.8542,S,1,0
656,656,394,1,1,0,23.0,1,0,35273,113.275,C,0,1
657,657,551,1,1,1,17.0,0,2,17421,110.8833,C,1,2
658,658,419,0,2,1,30.0,0,0,28228,13.0,S,1,0
659,659,600,1,1,1,49.0,1,0,PC 17485,56.9292,C,3,1
660,660,508,1,1,1,28.0,0,0,111427,26.55,S,1,0
661,661,725,1,1,1,27.0,1,0,113806,53.1,S,1,1
662,662,502,0,3,0,21.0,0,0,364846,7.75,Q,0,0
663,663,817,0,3,0,23.0,0,0,STON/O2. 3101290,7.925,S,0,0
664,664,685,0,2,1,60.0,1,1,29750,39.0,S,1,2
665,665,730,0,3,0,25.0,1,0,STON/O2. 3101271,7.925,S,0,1
666,666,41,0,3,0,40.0,1,0,7546,9.475,S,1,1
667,667,159,0,3,1,28.0,0,0,315037,8.6625,S,1,0
668,668,255,0,3,0,41.0,0,2,370129,20.2125,S,1,2
669,669,107,1,3,0,21.0,0,0,343120,7.65,S,0,0
670,670,372,0,3,1,18.0,1,0,3101267,6.4958,S,1,1
671,671,229,0,2,1,18.0,0,0,236171,13.0,S,1,0
672,672,793,0,3,0,28.0,8,2,CA. 2343,69.55,S,0,10
673,673,732,0,3,1,11.0,0,0,2699,18.7875,C,1,0
674,674,824,1,3,0,27.0,0,1,392096,12.475,S,1,1
675,675,180,0,3,1,36.0,0,0,LINE,0.0,S,1,0
676,676,634,0,1,1,28.0,0,0,112052,0.0,S,1,0
677,677,698,1,3,0,28.0,0,0,35852,7.7333,Q,0,0
678,678,80,1,3,0,30.0,0,0,364516,12.475,S,0,0
679,679,414,0,2,1,28.0,0,0,239853,0.0,S,1,0
680,680,539,0,3,1,28.0,0,0,364498,14.5,S,1,0
681,681,593,0,3,1,47.0,0,0,A/5 3902,7.25,S,1,0
682,682,454,1,1,1,49.0,1,0,17453,89.1042,C,1,1
683,683,587,0,2,1,47.0,0,0,237565,15.0,S,1,0
684,684,523,0,3,1,28.0,0,0,2624,7.225,C,1,0
685,685,715,0,2,1,52.0,0,0,250647,13.0,S,1,0
686,686,74,0,3,1,26.0,1,0,2680,14.4542,C,1,1
687,687,504,0,3,0,37.0,0,0,4135,9.5875,S,0,0
688,688,222,0,2,1,27.0,0,0,220367,13.0,S,1,0
689,689,746,0,1,1,70.0,1,1,WE/P 5735,71.0,S,2,2
690,690,417,1,2,0,34.0,1,1,28220,32.5,S,1,2
691,691,837,0,3,1,21.0,0,0,315097,8.6625,S,1,0
692,692,191,1,2,0,32.0,0,0,234604,13.0,S,1,0
693,693,328,1,2,0,36.0,0,0,28551,13.0,S,1,0
694,694,392,1,3,1,21.0,0,0,350034,7.7958,S,1,0
695,695,752,1,3,1,6.0,0,1,392096,12.475,S,4,1
696,696,253,0,1,1,62.0,0,0,113514,26.55,S,1,0
697,697,880,1,1,0,56.0,0,1,11767,83.1583,C,1,1
698,698,167,1,1,0,28.0,0,1,113505,55.0,S,1,1
699,699,195,1,1,0,44.0,0,0,PC 17610,27.7208,C,1,0
700,700,450,1,1,1,52.0,0,0,113786,30.5,S,2,0
701,701,567,0,3,1,19.0,0,0,349205,7.8958,S,1,0
702,702,828,1,2,1,1.0,0,2,S.C./PARIS 2079,37.0042,C,4,2
703,703,890,1,1,1,26.0,0,0,111369,30.0,C,1,0
704,704,494,0,1,1,71.0,0,0,PC 17609,49.5042,C,1,0
705,705,84,0,1,1,28.0,0,0,113059,47.1,S,1,0
706,706,503,0,3,0,28.0,0,0,330909,7.6292,Q,0,0
707,707,104,0,3,1,33.0,0,0,7540,8.6542,S,1,0
708,708,116,0,3,1,21.0,0,0,STON/O 2. 3101294,7.925,S,1,0
709,709,151,0,2,1,51.0,0,0,S.O.P. 1166,12.525,S,2,0
710,710,214,0,2,1,30.0,0,0,250646,13.0,S,1,0
711,711,476,0,1,1,28.0,0,0,110465,52.0,S,1,0
712,712,599,0,3,1,28.0,0,0,2664,7.225,C,1,0
713,713,306,1,1,1,0.92,1,2,113781,151.55,S,4,3
714,714,548,1,2,1,28.0,0,0,SC/PARIS 2146,13.8625,C,1,0
715,715,250,0,2,1,54.0,1,0,244252,26.0,S,2,1
716,716,418,1,2,0,18.0,0,2,250652,13.0,S,0,2
717,717,478,0,3,1,29.0,1,0,3460,7.0458,S,1,1
718,718,509,0,3,1,28.0,0,0,C 4001,22.525,S,1,0
719,719,187,1,3,0,28.0,1,0,370365,15.5,Q,1,1
720,720,779,0,3,1,28.0,0,0,36865,7.7375,Q,1,0
721,721,435,0,1,1,50.0,1,0,13507,55.9,S,1,1
722,722,342,1,1,0,24.0,3,2,19950,263.0,S,0,5
723,723,633,1,1,1,32.0,0,0,13214,30.5,C,2,0
724,724,111,0,1,1,47.0,0,0,110465,52.0,S,1,0
725,725,798,1,3,0,31.0,0,0,349244,8.6833,S,1,0
726,726,233,0,2,1,59.0,0,0,237442,13.5,S,1,0
727,727,53,1,1,0,49.0,1,0,PC 17572,76.7292,C,1,1
728,728,189,0,3,1,40.0,1,1,364849,15.5,Q,1,2
729,729,358,0,2,0,38.0,0,0,237671,13.0,S,0,0
730,730,516,0,1,1,47.0,0,0,36967,34.0208,S,1,0
731,731,872,1,1,0,47.0,1,1,11751,52.5542,S,1,2
732,732,592,1,1,0,52.0,1,0,36947,78.2667,C,1,1
733,733,665,1,3,1,20.0,1,0,STON/O 2. 3101285,7.925,S,1,1
734,734,799,0,3,1,30.0,0,0,2685,7.2292,C,1,0
735,735,205,1,3,1,18.0,0,0,A/5 3540,8.05,S,1,0
736,736,201,0,3,1,28.0,0,0,345770,9.5,S,1,0
737,737,384,1,1,0,35.0,1,0,113789,52.0,S,1,1
738,738,300,1,1,0,50.0,0,1,PC 17558,247.5208,C,1,1
739,739,9,1,3,0,27.0,0,2,347742,11.1333,S,1,2
740,740,695,0,1,1,60.0,0,0,113800,26.55,S,2,0
741,741,244,0,3,1,22.0,0,0,STON/O 2. 3101275,7.125,S,1,0
742,742,36,0,1,1,42.0,1,0,113789,52.0,S,1,1
743,743,723,0,2,1,34.0,0,0,12233,13.0,S,1,0
744,744,821,1,1,0,52.0,1,1,12749,93.5,S,1,2
745,745,139,0,3,1,16.0,0,0,7534,9.2167,S,1,0
746,746,485,1,1,1,25.0,1,0,11967,91.0792,C,1,1
747,747,627,0,2,1,57.0,0,0,219533,12.35,Q,2,0
748,748,682,1,1,1,27.0,0,0,PC 17572,76.7292,C,1,0
749,749,190,0,3,1,36.0,0,0,349247,7.8958,S,1,0
750,750,363,0,3,0,45.0,0,1,2691,14.4542,C,1,1
751,751,849,0,2,1,28.0,0,1,248727,33.0,S,2,1
752,752,459,1,2,0,50.0,0,0,F.C.C. 13531,10.5,S,0,0
753,753,346,1,2,0,24.0,0,0,248733,13.0,S,0,0
754,754,694,0,3,1,25.0,0,0,2672,7.225,C,1,0
755,755,760,1,1,0,33.0,0,0,110152,86.5,S,3,0
756,756,18,1,2,1,28.0,0,0,244373,13.0,S,1,0
757,757,338,1,1,0,41.0,0,0,16966,134.5,C,0,0
758,758,615,0,3,1,35.0,0,0,364512,8.05,S,1,0
759,759,81,0,3,1,22.0,0,0,345767,9.0,S,1,0
760,760,532,0,3,1,28.0,0,0,2641,7.2292,C,1,0
761,761,121,0,2,1,21.0,2,0,S.O.C. 14879,73.5,S,1,2
762,762,572,1,1,0,53.0,2,0,11769,51.4792,S,1,2
763,763,690,1,1,0,15.0,0,1,24160,211.3375,S,0,1
764,764,804,1,3,1,0.42,0,1,2625,8.5167,C,4,1
765,765,249,1,1,1,37.0,1,1,11751,52.5542,S,1,2
766,766,668,0,3,1,28.0,0,0,312993,7.775,S,1,0
767,767,496,0,3,1,28.0,0,0,2627,14.4583,C,1,0
768,768,771,0,3,1,24.0,0,0,345781,9.5,S,1,0
769,769,814,0,3,0,6.0,4,2,347082,31.275,S,0,6
770,770,330,1,1,0,16.0,0,1,111361,57.9792,C,0,1
771,771,759,0,3,1,34.0,0,0,363294,8.05,S,1,0
772,772,78,0,3,1,28.0,0,0,374746,8.05,S,1,0
773,773,101,0,3,0,28.0,0,0,349245,7.8958,S,0,0
774,774,336,0,3,1,28.0,0,0,349225,7.8958,S,1,0
775,775,367,1,1,0,60.0,1,0,110813,75.25,C,1,1
776,776,429,0,3,1,28.0,0,0,364851,7.75,Q,1,0
777,777,148,0,3,0,9.0,2,2,W./C. 6608,34.375,S,0,4
778,778,856,1,3,0,18.0,0,1,392091,9.35,S,1,1
779,779,420,0,3,0,10.0,0,2,345773,24.15,S,0,2
780,780,469,0,3,1,28.0,0,0,36209,7.725,Q,1,0
781,781,778,1,3,0,5.0,0,0,364516,12.475,S,0,0
782,782,406,0,2,1,34.0,1,0,28664,21.0,S,1,1
783,783,527,1,2,0,50.0,0,0,W./C. 14258,10.5,S,0,0
784,784,118,0,2,1,29.0,1,0,11668,21.0,S,1,1
785,785,702,1,1,1,35.0,0,0,PC 17475,26.2875,S,1,0
786,786,510,1,3,1,26.0,0,0,1601,56.4958,S,1,0
787,787,816,0,1,1,28.0,0,0,112058,0.0,S,1,0
788,788,248,1,2,0,24.0,0,2,250649,14.5,S,1,2
789,789,703,0,3,0,18.0,0,1,2691,14.4542,C,0,1
790,790,365,0,3,1,28.0,1,0,370365,15.5,Q,1,1
791,791,310,1,1,0,30.0,0,0,PC 17485,56.9292,C,0,0
792,792,369,1,3,0,28.0,0,0,14313,7.75,Q,0,0
793,793,474,1,2,0,23.0,0,0,SC/AH Basle 541,13.7917,C,1,0
794,794,667,0,2,1,25.0,0,0,234686,13.0,S,1,0
795,795,142,1,3,0,22.0,0,0,347081,7.75,S,0,0
796,796,143,1,3,0,24.0,1,0,STON/O2. 3101279,15.85,S,1,1
797,797,137,1,1,0,19.0,0,2,11752,26.2833,S,0,2
